305007130853351, 153563394119154, 273395267785343 @ 14, 14, -6
289069677438728, 158099766257394, 263937724523262 @ 125, -46, 51
300033865454708, 214717757073543, 285786061802726 @ -20, -44, -37
295959605806286, 111329960469729, 248239894730918 @ 136, 225, 190
395758028517596, 340776797974176, 542891228958500 @ -283, -318, -703
315236234310692, 129528340970917, 278798522733413 @ -19, 75, -58
324255087335327, 209122572402455, 200012260276976 @ -94, -327, 425
313279595576771, 137430302669968, 287752495100366 @ 14, -44, -157
271311251025150, 301610025476497, 324744584861454 @ -39, 93, -48
311545748334350, 387801861113118, 390168051815612 @ -65, -384, -279
364174677937583, 220386847310007, 331673366347556 @ -178, 65, -115
309477819358582, 206342747132892, 194752743815913 @ -41, -76, 288
81763660482382, 239143777727265, 292722531607398 @ 240, 119, -20
241459451902262, 236384893967843, 298137789616366 @ 35, 96, -33
316476460119288, 210816078281427, 196365185318157 @ -83, 125, 136
284843358824647, 65836873311779, 69636938228993 @ -26, 373, 368
60443856904164, 56914711997703, 91182320927307 @ 229, 365, 232
284994943328220, 400701917406886, 324836877987239 @ -51, -36, -52
313508919732272, 210699785877468, 275485664124392 @ -31, -334, -19
296261261560624, 105407255984287, 302590827943962 @ 18, 292, -119
318416848042014, 202923819558353, 260518841961782 @ -68, -156, 56
543260943599849, 530376326625903, 490693741175147 @ -336, -159, -230
259307386678842, 35240421459181, 203389497415606 @ -11, 397, 99
255451246660494, 428918589900433, 349876161623702 @ -29, -11, -67
290277052564076, 189128387510553, 285107705227482 @ 20, 11, -39
305158904537210, 208531046039775, 161083912115856 @ 11, -283, 613
325292031935639, 120962444508603, 248582046107282 @ -106, -35, 383
296748693675764, 140430059879253, 275768791007612 @ 178, -79, -42
308605213238239, 207987818452728, 237520058013682 @ -36, -94, 135
285415570576463, 182158014416827, 246207418119777 @ -40, 193, 46
150581403146204, 434720466359871, 298033740995693 @ 73, -15, -16
232747702989119, 409781431471308, 267223412138042 @ 20, -82, 15
127943025610039, 341445767640228, 147038841903832 @ 136, 26, 157
239424148891718, 505727969184361, 408540073750166 @ 29, -287, -193
294349460748164, 161528876152053, 525965886590732 @ -40, 197, -468
416654305665704, 484591385190169, 488861836908156 @ -187, -65, -203
267549029024830, 273878200063776, 251467621347373 @ 15, -28, 48
291119821799070, 231621276368809, 342047989440054 @ -5, -47, -185
285152323539384, 161294523676387, 266943345560614 @ 88, 28, 27
320695502546604, 296030039388033, 283391438841894 @ -92, 71, -5
305344547921747, 211022202548040, 303838453458923 @ -50, 44, -70
346056005177718, 362132664319137, 205753335026378 @ -183, -745, 272
297631155474258, 1572183452196, 245423741343716 @ 27, 764, 125
232534452568649, 417635383467480, 400050928209774 @ 68, -256, -221
255507169643432, 406311525020445, 226396124495222 @ 29, -245, 91
310906828273382, 119595354849033, 302389892872712 @ 35, 131, -294
415520475739550, 550064001296500, 321419299497521 @ -241, -402, -70
187391480632114, 179375471558223, 224786294733397 @ 123, 185, 84
163911407529070, 411578303801889, 290475989110150 @ 111, -91, -15
319709833519439, 145121451391103, 250148950185482 @ -64, 21, 143
316027851000818, 134017290311253, 270073128068894 @ 21, -139, 15
275560131359506, 61040364121257, 362169280522282 @ -30, 365, -114
292280356566664, 262471086395316, 238534426830219 @ -47, 62, 60
255580330601708, 14347264015941, 462317524298240 @ 36, 477, -358
313082957647008, 142866994022521, 274643188947272 @ -15, 15, -19
345901454085589, 458328096288762, 327015208719043 @ -122, -112, -56
231438232510098, 384586992317909, 178997097107770 @ 94, -270, 198
113781545602641, 346709459044147, 322504188049990 @ 162, 9, -53
149440034312794, 189998949400423, 258899447534562 @ 117, 202, 25
227530559140650, 376474723298894, 272883981702869 @ 19, -18, 8
301505254701896, 360984697151483, 206682118521697 @ -55, -159, 126
253237261665256, 198577910555285, 352164087350400 @ 112, 25, -228
219401222701550, 208049648297505, 131872363232518 @ 62, 149, 220
315333457495174, 148067216039673, 277999247900102 @ -8, -136, -61
56761058388265, 275022656616287, 306211761794946 @ 232, 97, -33
276008931852398, 163816174188321, 222369217635974 @ 32, 144, 138
216602526736354, 209843644448919, 251686704566568 @ 13, 200, 30
250937673026192, 344499565179021, 332178158663726 @ -11, 27, -61
179467852508254, 324626378873489, 267805234017998 @ 73, 49, 14
326617398444169, 155901784883372, 303343399220941 @ -102, 162, -78
274266746651009, 341580051559078, 269208422361552 @ -10, -104, 13
377890104773954, 411275953441233, 390513946412354 @ -162, -69, -136
307844315295814, 98544424106873, 216069538131322 @ 13, 325, 364
372723562190126, 318510118007945, 228405488851934 @ -145, 93, 53
251535608493774, 89047837844633, 218775920697022 @ 79, 339, 135
407982903288144, 295971835070163, 283552346637862 @ -198, 74, -5
178764252246206, 291090719661981, 294045084046886 @ 51, 118, -13
263889999876778, 246514627158709, 295851825034718 @ -11, 105, -25
198232574975384, 122144116072053, 308543465329328 @ 198, 261, -78
101037937827450, 218979844357602, 6298106730854 @ 147, 182, 299
197351483587582, 409862914056813, 297538341723580 @ 39, -19, -18
289062941814575, 334133973199608, 327126292413044 @ -58, 56, -51
308317757136292, 231319035839494, 218924101472419 @ -11, -372, 280
204836327421747, 56901506903020, 102960444110911 @ 196, 418, 420
311790226694126, 213685918266961, 401197467072486 @ -73, 102, -231
216239869068062, 409509078994753, 384188256789878 @ 26, -39, -118
266018331599909, 483949514869038, 181783173124957 @ -34, -100, 106
300285097528910, 269506738119091, 266799325681996 @ -49, -20, 18
114281343102834, 97037371773689, 107930886588567 @ 363, 319, 366
207771350261772, 407201773174987, 322581306687890 @ 24, -6, -43
316558376246094, 392850947409505, 516155313993886 @ -77, -401, -588
175120663557740, 341516197774635, 210908005601342 @ 54, 68, 71
189319720442894, 186197738560260, 227196142268225 @ 63, 210, 62
290559918927291, 394049329067435, 171812514425292 @ -38, -195, 181
265913808481105, 165619670071138, 234451572260849 @ 252, -74, 224
302398815238586, 315530286969543, 291558242190398 @ -59, -54, -25
110140919660933, 345867695043468, 19572714148766 @ 170, 6, 323
325082576384239, 160099520814428, 351371434129157 @ -98, 124, -244
65590341353156, 343370783079853, 35462003063274 @ 170, 61, 253
316929442227310, 165696813372193, 290136075815558 @ -53, -54, -100
276269126772965, 323247148220208, 284320144833755 @ -24, -24, -10
303832451384854, 183935305325201, 265444012973862 @ -12, -27, 31
141781970221336, 436852028153430, 342328887299352 @ 81, -16, -59
305833206656391, 158131246308243, 289513730122412 @ -8, 41, -79
278020443236744, 376083900560748, 206349689142347 @ -51, 40, 74
249874319684276, 228559957907613, 170312209343796 @ 272, -319, 504
287391028091062, 315788522836689, 396982896168150 @ -48, 29, -155
268478482230354, 372919641209545, 271392689726794 @ -42, 45, 10
305611188163307, 447593338537602, 315061343114765 @ -70, -178, -52
279596440070759, 446063109582072, 107762768744864 @ -32, -186, 245
258500883578840, 398319764639814, 195609873147278 @ 137, -740, 275
330004457404270, 229683014771361, 369458180409094 @ -131, -526, -632
235928581882898, 307130599769565, 122095698025574 @ 42, -12, 243
290955359846321, 169871540535495, 160779688058984 @ -10, 133, 293
257434446489974, 157865339716953, 84384744048230 @ 168, 86, 743
155853904595304, 259546188143659, 243774799483500 @ 138, 90, 48
288718317276602, 171086256164394, 265741695405371 @ 51, 22, 30
289805750051465, 191511434178055, 257108924761091 @ -10, 85, 44
289967706760250, 140100683575674, 264569764232488 @ 107, 80, 45
58640705091432, 322310292079101, 233433910541324 @ 184, 77, 50
217011150963590, 283470173191857, 269687314045754 @ 61, 43, 12
315169116049942, 171357973681065, 266225656904160 @ -53, -13, 30
282142772782178, 208326545729277, 392716329581858 @ 42, -40, -388
205862966832776, 377581527226131, 364326788155040 @ 46, -22, -102
304729994749460, 389773319573775, 132032904696052 @ -76, 8, 156
312985496624555, 117293277308298, 303559943075672 @ 84, 56, -499
213360970496264, 366582050833623, 345628857575702 @ 128, -226, -141
321935566766372, 410983798533759, 160024486535744 @ -94, -18, 128
197175649401314, 381394353156693, 348813074295042 @ 38, 14, -72
187364772238014, 365193242018503, 306780339342052 @ 103, -74, -42
260528068685269, 235816851892058, 231827188569335 @ 48, 6, 98
226297104995796, 348301492956707, 271325298144988 @ 6, 52, 10
328540700021066, 180303964357866, 247714625541470 @ -133, -448, 227
136071831301322, 114176033568831, 228972346589171 @ 99, 297, 54
267516776574976, 349096683898145, 291716065633186 @ -38, 55, -11
12822746320372, 243738797473422, 164502914239375 @ 289, 134, 142
276017799752014, 456050801896353, 252146077051782 @ 10, -469, 51
296149375923954, 90830526414953, 212151466935522 @ 48, 361, 306
420452573070527, 517193484988412, 389169911494245 @ -304, -590, -246
230659845016769, 155766852026726, 169990552263254 @ 38, 232, 155
556209714845876, 413461190722653, 456240022437926 @ -356, -39, -197
268221674673924, 191078105305363, 325131656567192 @ 30, 108, -112
321735665329364, 251472269880978, 253295313672482 @ -75, -784, 135
255478826156894, 357922582678086, 296351585481452 @ -17, 14, -19
307434487053284, 81234545353287, 179851110547523 @ 33, 457, 690
309180834982082, 101452024412511, 251266226802446 @ -35, 308, 87
191999977708595, 363261027856947, 325997069448857 @ 82, -43, -64
138636926002457, 116273520167613, 201836816434238 @ 142, 291, 99
252307381774308, 197186638566263, 263815351664090 @ 102, 46, 29
267333145077393, 152542982988649, 303666321744679 @ 160, 79, -138
288296304389967, 240040729481249, 256761607183257 @ -30, 55, 36
331732488589698, 153452396391389, 207163507826220 @ -111, 205, 138
313526880625807, 173692703675548, 232664099197723 @ 10, -384, 370
118245935872142, 360794979403305, 93074699529590 @ 115, 44, 193
209374160093070, 181059378480189, 334246328266626 @ 15, 233, -51
288772691901804, 19889596311417, 258062279674536 @ 58, 659, 64
194094268181891, 346702330207824, 120680852622458 @ 116, -90, 255
243424938941656, 419184082496797, 44679490680676 @ 45, -245, 405
253549198447506, 322642100641509, 220587435653990 @ 6, -10, 83
308866161775766, 113360684286993, 267273966286070 @ 16, 221, 33
299466392546402, 436606194063979, 222583190713626 @ -61, -167, 79
542042730521360, 420371054866977, 526773764859470 @ -358, -73, -297
203413778988426, 122062593406703, 179783236209498 @ 187, 261, 223
296718260949822, 146995567290692, 237888792939317 @ 175, -138, 326
348852416918030, 256263033824373, 314529709195478 @ -193, -309, -165
336734771672829, 212228800062441, 261356706450886 @ -182, -481, 75
211970866792094, 270828987433599, 213032322398456 @ 23, 130, 72
358565193586664, 432616632969336, 521167322851205 @ -147, -180, -360
310838988267178, 144114098825077, 295939184742796 @ 141, -431, -426
341411838534614, 466264265762409, 169821917757038 @ -122, -238, 162
292774836484484, 322495874738961, 304136611318397 @ -7, -313, -84
209325975961989, 352459272959503, 250646063098632 @ 102, -123, 45
258396000645429, 220162012295406, 314230499441386 @ 18, 104, -65
76552162114542, 310254629184481, 93365119446470 @ 147, 105, 185
239886531868550, 412894329391393, 299637709961942 @ -10, -9, -19
366344615694354, 313132396126781, 179649965957222 @ -152, 30, 131
268578444037016, 362901514691677, 294798202940042 @ -28, -11, -19
307005994659902, 90938545789841, 147176748147942 @ 14, 372, 781
451836756533567, 468005102356046, 418303675678784 @ -298, -270, -223
283193719377398, 355153939592559, 522478522408550 @ 27, -448, -741
332616172633964, 409950035717828, 241145196463857 @ -115, -398, 78
280747850666654, 173535726810413, 258055000505592 @ 71, 33, 58
227335427175752, 481136931449757, 298979548105351 @ 29, -181, -26
308564220322430, 319107401315041, 360673205315278 @ -43, -417, -290
268356732279566, 40151714608737, 224850722968934 @ 162, 589, 220
420531224092180, 448053699314989, 331237712942057 @ -215, -117, -64
260004652265297, 312492545165113, 264259840621337 @ 62, -209, 26
298258751569219, 355157181849585, 341557297713460 @ -62, -25, -83
258112723071134, 277914387759681, 253118142832166 @ 73, -141, 55
170216824840579, 380215564978623, 328787001334267 @ 112, -67, -68
262906799704514, 280970194812153, 265067175253082 @ 8, 5, 20
265911885118694, 310014885082293, 232614522224822 @ 9, -66, 79
140923155295048, 140412901628269, 319692700474968 @ 190, 249, -66
275962913276768, 96681329589913, 265348517248732 @ 146, 331, 36
336497947377725, 234789686270193, 296628930494659 @ -118, 71, -36
363599545442105, 293388840591003, 278966277871451 @ -228, -339, -18
279480488481347, 336518773906317, 422456639186324 @ 62, -517, -523
176072267442078, 441325514041237, 170987985593386 @ 99, -138, 142
271089216321462, 391121857598304, 338422425450589 @ -41, 8, -60
329786716482474, 191843544541602, 279910711432056 @ -117, -52, -27
282208558849903, 348219653700468, 286870746462723 @ -48, 26, -8
336777633673142, 423039080312621, 328430744731234 @ -109, -11, -47
250803615050904, 291859484844945, 140083614914319 @ 33, -25, 240
234830932115304, 274363589359793, 317507114772430 @ 48, 31, -65
290510129724513, 115654273034614, 392432147559525 @ -26, 280, -242
90299212799854, 200796777295329, 224377949485766 @ 163, 200, 62
353850802761646, 286120452247257, 249918289287197 @ -161, -97, 56
324025854049727, 296550685902408, 122555918674382 @ -96, 46, 211
336630870258029, 327733119048240, 211830616708508 @ -112, 24, 85
252282942336990, 385747275497707, 257127399991768 @ 7, -98, 30
251717786969875, 500405306873990, 235076864410389 @ -8, -176, 54
246792904458638, 205425075933809, 239027607025974 @ 5, 174, 52
253447735080302, 340402941596385, 393688600508534 @ 47, -173, -238
324166770075560, 299284048047081, 310445408922200 @ -96, -21, -56
321954986265746, 275850551429725, 321416446804984 @ -91, -63, -98
305971391284250, 316569580344453, 280020031384850 @ -60, -114, -8
196373800979180, 306901875699147, 145868819954246 @ 101, -7, 203
524234762512538, 556511271359319, 548967673676018 @ -339, -242, -327
270483406542294, 233934400206393, 283692944378786 @ 13, 41, -16
304145283529006, 169961710187297, 278001983399238 @ 84, -297, -56
316450420542665, 155488381537140, 301779634826656 @ 20, -460, -431
279223326948499, 347061518499898, 388338489228357 @ -14, -138, -204
189427781705144, 191314996799979, 411002240283773 @ 133, 157, -228
273932991142634, 363775487226653, 377383889012582 @ -40, 16, -109
295706463895619, 105956152728234, 233746419128681 @ 218, 254, 408
175276193542814, 285067386212633, 158875624069437 @ 143, 15, 190
257745575411018, 379531529176645, 320840658922458 @ -16, -26, -50
234239783043086, 138416763200073, 349997893466302 @ 119, 221, -179
20551935544780, 251783599497637, 151950822389154 @ 201, 163, 127
123421224692122, 182851570934329, 65658652225350 @ 202, 189, 315
137736335970225, 402423628752101, 293102056117900 @ 84, 19, -11
270882188468957, 227427734379096, 325155094974488 @ 82, -110, -171
308046429981528, 123176599063393, 284277960490388 @ 22, 151, -88
281365175359269, 110432478113193, 183569808738292 @ 10, 287, 225
171257037160964, 348357341592367, 221246777117366 @ 53, 69, 59
312568634124362, 119718355438096, 326268947910187 @ -13, 180, -374
261569790415385, 164306126345875, 350086033228131 @ 56, 157, -182
70304609617370, 339559167529333, 155325940782510 @ 164, 66, 129
273386014500878, 183307177879905, 138731840255878 @ 56, 65, 403
237328797981014, 151216604566353, 288828037004282 @ 173, 155, -46
241603907369804, 366813199212225, 256113126174146 @ 8, -25, 29
180610439081012, 408046190677395, 288501939161342 @ 62, -28, -9
291994690838142, 148801045817633, 258944816037478 @ 12, 151, 49
429336503417924, 531128082256989, 366170362574306 @ -252, -327, -131
286439621780894, 189012775574673, 270702563402870 @ 18, 46, 10
313118292150026, 256162803889011, 288015707213582 @ -31, -570, -89
215849455336504, 67328110950801, 284736871992228 @ 138, 383, -20
311141591125319, 152047429713588, 329264002738325 @ -32, 66, -270
268169950349294, 263408496230673, 269897675176726 @ 23, -34, 12
305905467604298, 141998696603483, 280383815858856 @ 161, -254, -126
244048147321616, 141342572247291, 380281502327558 @ 44, 240, -181
237626198935010, 174397372371033, 304184326387694 @ 104, 141, -67
292485068405726, 211756019867701, 279976398905082 @ -13, 22, -14
324181829158324, 159590227303043, 270602536650858 @ -92, -194, 9
281140703709456, 535835717638729, 516652855526274 @ -18, -477, -435
99260880285914, 268072065922605, 99988469203262 @ 128, 144, 181
335276175207850, 284240626133797, 241261211234390 @ -110, 84, 47
